,PM10_CONC_0,PM2_5_CONC_0,O3_0,NO2_0,CO_0,SO2_0,PM10_AQI_0,PM2_5_AQI_0,PM10_CONC_1,PM2_5_CONC_1,O3_1,NO2_1,CO_1,SO2_1,PM10_AQI_1,PM2_5_AQI_1,PM10_CONC_2,PM2_5_CONC_2,O3_2,NO2_2,CO_2,SO2_2,PM10_AQI_2,PM2_5_AQI_2,PM10_CONC_3,PM2_5_CONC_3,O3_3,NO2_3,CO_3,SO2_3,PM10_AQI_3,PM2_5_AQI_3,PM10_CONC_4,PM2_5_CONC_4,O3_4,NO2_4,CO_4,SO2_4,PM10_AQI_4,PM2_5_AQI_4,PM10_CONC_5,PM2_5_CONC_5,O3_5,NO2_5,CO_5,SO2_5,PM10_AQI_5,PM2_5_AQI_5,PM10_CONC_6,PM2_5_CONC_6,O3_6,NO2_6,CO_6,SO2_6,PM10_AQI_6,PM2_5_AQI_6,PM10_CONC_7,PM2_5_CONC_7,O3_7,NO2_7,CO_7,SO2_7,PM10_AQI_7,PM2_5_AQI_7,PM10_CONC_8,PM2_5_CONC_8,O3_8,NO2_8,CO_8,SO2_8,PM10_AQI_8,PM2_5_AQI_8,PM10_CONC_9,PM2_5_CONC_9,O3_9,NO2_9,CO_9,SO2_9,PM10_AQI_9,PM2_5_AQI_9,PM10_CONC_10,PM2_5_CONC_10,O3_10,NO2_10,CO_10,SO2_10,PM10_AQI_10,PM2_5_AQI_10,PM10_CONC_11,PM2_5_CONC_11,O3_11,NO2_11,CO_11,SO2_11,PM10_AQI_11,PM2_5_AQI_11,PM10_CONC_12,PM2_5_CONC_12,O3_12,NO2_12,CO_12,SO2_12,PM10_AQI_12,PM2_5_AQI_12,PM10_CONC_13,PM2_5_CONC_13,O3_13,NO2_13,CO_13,SO2_13,PM10_AQI_13,PM2_5_AQI_13,PM10_CONC_14,PM2_5_CONC_14,O3_14,NO2_14,CO_14,SO2_14,PM10_AQI_14,PM2_5_AQI_14,PM10_CONC_15,PM2_5_CONC_15,O3_15,NO2_15,CO_15,SO2_15,PM10_AQI_15,PM2_5_AQI_15,PM10_CONC_16,PM2_5_CONC_16,O3_16,NO2_16,CO_16,SO2_16,PM10_AQI_16,PM2_5_AQI_16,PM10_CONC_17,PM2_5_CONC_17,O3_17,NO2_17,CO_17,SO2_17,PM10_AQI_17,PM2_5_AQI_17,PM10_CONC_18,PM2_5_CONC_18,O3_18,NO2_18,CO_18,SO2_18,PM10_AQI_18,PM2_5_AQI_18,PM10_CONC_19,PM2_5_CONC_19,O3_19,NO2_19,CO_19,SO2_19,PM10_AQI_19,PM2_5_AQI_19,PM10_CONC_20,PM2_5_CONC_20,O3_20,NO2_20,CO_20,SO2_20,PM10_AQI_20,PM2_5_AQI_20,PM10_CONC_21,PM2_5_CONC_21,O3_21,NO2_21,CO_21,SO2_21,PM10_AQI_21,PM2_5_AQI_21,PM10_CONC_22,PM2_5_CONC_22,O3_22,NO2_22,CO_22,SO2_22,PM10_AQI_22,PM2_5_AQI_22,PM10_CONC_23,PM2_5_CONC_23,O3_23,NO2_23,CO_23,SO2_23,PM10_AQI_23,PM2_5_AQI_23,PM10_CONC_24,PM2_5_CONC_24,O3_24,NO2_24,CO_24,SO2_24,PM10_AQI_24,PM2_5_AQI_24,PM10_CONC_25,PM2_5_CONC_25,O3_25,NO2_25,CO_25,SO2_25,PM10_AQI_25,PM2_5_AQI_25,PM10_DAY_AVE,PM2_5_DAY_AVE,O3_DAY_AVE,NO2_DAY_AVE,CO_DAY_AVE,SO2_DAY_AVE,FISH_TOT_PRICE_DAY,FISH_TOT_NUM_DAY,FISH_AVE_PRICE_DAY
2014-08-31,23.20833333,13.95833333,0.023875,0.02875,0.370833333,0.00425,21.54166667,52.91666667,20.04166667,13.45833333,0.025125,0.026833333,0.416666667,0.004791667,18.5,50,23.33333333,10.66666667,0.022666667,0.0345,0.35,0.003041667,21.66666667,41.79166667,21.58333333,13.5,0.022041667,0.026583333,0.3875,0.00475,19.95833333,50.875,22.04166667,12.625,0.01825,0.039041667,0.2125,0.004,20.375,48.95833333,22.125,10.83333333,0.022416667,0.020041667,0.241666667,0.003958333,20.58333333,44.58333333,20.83333333,13,0.02225,0.028666667,0.345833333,0.001666667,19.41666667,50.04166667,21.08333333,11.45833333,0.027916667,0.021958333,0.395833333,0.004541667,19.54166667,44.04166667,20.875,12.25,0.018666667,0.027166667,0.345833333,0.002333333,19.25,45.79166667,22.29166667,12.41666667,0.022708333,0.023333333,0.325,0.003958333,20.70833333,49.45833333,20.75,12.66666667,0.024666667,0.030291667,0.379166667,0.004125,19.25,48.45833333,20.66666667,10.54166667,0.026375,0.0235,0.2625,0.005166667,19.08333333,42.625,23.5,12.95833333,0.026166667,0.045958333,0.191666667,0.003625,21.75,50.79166667,24.45833333,13.41666667,0.023666667,0.035041667,0.370833333,0.005375,22.70833333,51.125,25.95833333,15.625,0.025291667,0.028166667,0.441666667,0.004375,24,56.58333333,27.5,18.33333333,0.030333333,0.027958333,0.395833333,0.005791667,25.54166667,62.75,27.375,19.04166667,0.025833333,0.027708333,0.4375,0.005958333,25.41666667,65.16666667,28.70833333,17.625,0.025291667,0.024625,0.4875,0.005458333,26.58333333,61.375,24.75,17.66666667,0.019958333,0.025291667,0.3625,0.005208333,22.83333333,61.45833333,26.75,15.04166667,0.03075,0.030083333,0.6,0.004833333,24.79166667,54.70833333,22.20833333,15.54166667,0.027416667,0.027125,0.329166667,0.006333333,20.54166667,56.79166667,28.20833333,16.25,0.026666667,0.028416667,0.479166667,0.004708333,26.04166667,56.79166667,22.33333333,14.125,0.023291667,0.028833333,0.4,0.003333333,20.66666667,52.5,21.08333333,13.83333333,0.0215,0.029416667,0.3375,0.004416667,19.45833333,52.125,22.04166667,13.875,0.0175,0.031791667,0.595833333,0.003166667,20.5,52.83333333,20.29166667,11.91666667,0.018583333,0.024791667,0.375,0.003,18.875,46.375,91,168,43,28,16,2,-1,-1,-1
2014-09-01,28.54166667,17.41666667,0.027625,0.035333333,0.445833333,0.004166667,26.45833333,61.91666667,26.125,18.29166667,0.025958333,0.03725,0.4875,0.004916667,24.20833333,63.08333333,29.375,14.375,0.021291667,0.044625,0.475,0.003,27.29166667,52.58333333,26.83333333,17,0.025,0.034416667,0.466666667,0.00475,24.875,60.70833333,26.5,15.75,0.019708333,0.050458333,0.291666667,0.004,24.5,57.20833333,26.91666667,14.45833333,0.033291667,0.0215,0.2625,0.003041667,24.83333333,54.91666667,27.08333333,16.95833333,0.026125,0.037791667,0.433333333,0.00175,25.04166667,60.5,26.79166667,15.91666667,0.03375,0.028125,0.445833333,0.004083333,24.66666667,57.04166667,23.5,13.70833333,0.027916667,0.02975,0.395833333,0.002708333,21.83333333,49.95833333,28.70833333,16.04166667,0.031,0.027583333,0.354166667,0.003958333,26.58333333,58.45833333,27.45833333,18.875,0.032125,0.04025,0.45,0.004375,25.41666667,64.58333333,25.33333333,12.25,0.034833333,0.025375,0.279166667,0.005041667,23.45833333,48.04166667,31.5,19.125,0.037875,0.046583333,0.2625,0.00375,29.33333333,65.125,29.5,17.08333333,0.03025,0.037791667,0.445833333,0.005416667,27.29166667,60,31.54166667,20.83333333,0.024083333,0.0425,0.558333333,0.004083333,29.16666667,69.20833333,33.54166667,21.41666667,0.033375,0.036583333,0.4875,0.006,31,70.29166667,34.25,24.45833333,0.028291667,0.031833333,0.445833333,0.005833333,31.66666667,77.25,34.33333333,20.29166667,0.020666667,0.038166667,0.595833333,0.005166667,31.70833333,68.08333333,29.625,21.58333333,0.024375,0.028083333,0.4125,0.0055,27.54166667,70.91666667,33.04166667,18.83333333,0.028333333,0.040291667,0.695833333,0.004708333,30.58333333,64.125,27.08333333,16.25,0.029833333,0.034041667,0.383333333,0.006291667,25.04166667,59.33333333,33.20833333,17.66666667,0.024833333,0.038916667,0.541666667,0.004916667,30.75,61.875,29.04166667,16.79166667,0.022875,0.038,0.475,0.003291667,26.79166667,60.375,27.45833333,17.20833333,0.025,0.037583333,0.404166667,0.004333333,25.33333333,61.33333333,23.54166667,14.70833333,0.023708333,0.02975,0.5625,0.002958333,21.70833333,55.83333333,23.54166667,16.33333333,0.025875,0.025875,0.395833333,0.003,21.95833333,57.79166667,25,182,31,13,8,1,156700,173,905.7803468
2014-09-02,19.875,11.25,0.017208333,0.030375,0.370833333,0.004,18.625,44.66666667,18,11.125,0.016333333,0.030791667,0.45,0.004875,16.75,43.58333333,22.83333333,10.16666667,0.011208333,0.04025,0.391666667,0.002666667,21.16666667,40.45833333,20,11.70833333,0.017083333,0.026291667,0.395833333,0.004666667,18.625,46.04166667,19.75,11.41666667,0.013375,0.037958333,0.208333333,0.004041667,18.33333333,45,19.875,9.25,0.022208333,0.018666667,0.216666667,0.002166667,18.45833333,37.83333333,18.58333333,11.75,0.015791667,0.030583333,0.3625,0.001708333,17.33333333,45.45833333,18.70833333,9.958333333,0.02525,0.019958333,0.35,0.004,17.5,39.95833333,17.125,9.333333333,0.015208333,0.027833333,0.333333333,0.002666667,15.875,36.625,19.04166667,10.29166667,0.019375,0.023625,0.2875,0.004125,17.75,41.16666667,17.91666667,10.83333333,0.021583333,0.032083333,0.3875,0.004208333,16.66666667,42.66666667,17.95833333,9.791666667,0.022083333,0.024083333,0.254166667,0.004875,16.625,39.79166667,19.58333333,9.875,0.019791667,0.048458333,0.175,0.003041667,18.25,39.70833333,19,9.333333333,0.01875,0.035166667,0.333333333,0.004833333,17.75,38.41666667,20.75,12.125,0.015333333,0.033166667,0.45,0.003125,19.29166667,46.75,21.33333333,13.125,0.016,0.033208333,0.3625,0.005083333,19.875,50.08333333,20.25,13.125,0.01375,0.031166667,0.370833333,0.006,18.79166667,48.08333333,21,11.16666667,0.014875,0.028791667,0.475,0.004041667,19.5,42.75,18.91666667,13.29166667,0.015541667,0.0225,0.329166667,0.005708333,17.5,50.5,21.79166667,12.83333333,0.019166667,0.032125,0.625,0.004083333,20.33333333,49.04166667,20.375,8.875,0.015916667,0.034375,0.354166667,0.006541667,19.04166667,35.625,24.04166667,14.20833333,0.016208333,0.032875,0.479166667,0.004166667,22.29166667,51.41666667,20.20833333,12.70833333,0.016083333,0.030958333,0.4375,0.00325,18.79166667,48.45833333,20.33333333,12.66666667,0.012041667,0.036958333,0.35,0.0045,18.95833333,49.25,18.08333333,11.33333333,0.018,0.025375,0.5125,0.002916667,16.75,43.95833333,18.875,12.375,0.018083333,0.022708333,0.358333333,0.002875,17.5,47.70833333,45,81,48,19,4,3,156600,227,689.8678414
2014-09-03,6.541666667,4.333333333,0.018416667,0.022541667,0.316666667,0.003958333,6.083333333,18.33333333,6.708333333,4.625,0.019208333,0.022875,0.3875,0.004458333,6.25,19.25,6.416666667,3.875,0.01525,0.027666667,0.2625,0.002,6.041666667,16.375,6.625,4.083333333,0.019333333,0.021833333,0.345833333,0.00475,6.125,17.125,6.333333333,3.708333333,0.01525,0.03175,0.15,0.004,5.875,15.41666667,6.958333333,3,0.023666667,0.015791667,0.208333333,0.00325,6.458333333,12.45833333,6.083333333,4.416666667,0.015666667,0.024791667,0.333333333,0.001875,5.708333333,18.45833333,6.041666667,4.041666667,0.02225,0.021041667,0.366666667,0.003916667,5.625,16.95833333,6.625,4.5,0.016666667,0.019083333,0.275,0.001958333,6.208333333,18.875,6,5.125,0.017166667,0.01975,0.245833333,0.003875,5.708333333,21.375,5.5,3.791666667,0.0225,0.023916667,0.295833333,0.003833333,5.208333333,15.83333333,5.625,4.708333333,0.023416667,0.017166667,0.208333333,0.004583333,5.333333333,19.79166667,6.125,3.333333333,0.023083333,0.029875,0.216666667,0.003083333,5.75,14.08333333,5.041666667,7.041666667,0.023416667,0.022791667,0.220833333,0.003625,4.875,28.70833333,6.666666667,3.958333333,0.018666667,0.020416667,0.354166667,0.003,6.208333333,16.54166667,6.416666667,4.5,0.017208333,0.021125,0.2625,0.004708333,6.041666667,18.875,5.541666667,2.333333333,0.016208333,0.018958333,0.325,0.005041667,5.291666667,9.75,6.291666667,4.416666667,0.0155,0.0205,0.375,0.003583333,5.833333333,18.58333333,6.958333333,5.916666667,0.014375,0.019666667,0.279166667,0.005,6.375,24.83333333,8.333333333,5.166666667,0.021,0.02125,0.458333333,0.0035,7.75,21.54166667,6.333333333,4.875,0.016916667,0.0265,0.2875,0.005916667,6,20.5,9.458333333,5.75,0.016416667,0.023916667,0.4,0.004,8.708333333,23.5,6.583333333,3.833333333,0.016916667,0.022083333,0.35,0.003,6.125,16.08333333,6.791666667,3.958333333,0.016,0.026,0.291666667,0.004208333,6.291666667,16.66666667,6.166666667,3.833333333,0.017041667,0.02425,0.525,0.003,5.791666667,16.08333333,6.125,4.416666667,0.017791667,0.018791667,0.3375,0.002833333,5.791666667,18.33333333,67,47,76,33,8,2,105000,70,1500
2014-09-04,14.125,8.25,0.024416667,0.023041667,0.341666667,0.004333333,13.04166667,34,13.70833333,9.041666667,0.024583333,0.025291667,0.391666667,0.004833333,12.66666667,35.29166667,14.33333333,6.375,0.022083333,0.026958333,0.2375,0.002958333,13.20833333,26.33333333,14.33333333,8.041666667,0.021875,0.024666667,0.375,0.00475,13.25,32.54166667,13.66666667,7.833333333,0.016291667,0.037416667,0.179166667,0.004083333,12.625,32.125,14.625,7.166666667,0.029875,0.018041667,0.2375,0.003958333,13.58333333,29.08333333,13.75,8.5,0.02425,0.023458333,0.3125,0.002083333,12.83333333,33.95833333,13.95833333,8.458333333,0.028875,0.022916667,0.408333333,0.004291667,12.91666667,33.41666667,16.125,7.916666667,0.024166667,0.019833333,0.291666667,0.002875,15,31.875,14.79166667,8,0.02625,0.017375,0.2375,0.004166667,13.70833333,33.08333333,13.45833333,8.375,0.029208333,0.025416667,0.316666667,0.005291667,12.5,32.70833333,13.79166667,8.125,0.030083333,0.018666667,0.233333333,0.004916667,12.83333333,32.75,15.125,8.083333333,0.028125,0.035625,0.370833333,0.003666667,14.08333333,32.75,14.125,8.125,0.025041667,0.027416667,0.266666667,0.005583333,13.04166667,33.58333333,14.375,8.583333333,0.022,0.023791667,0.383333333,0.00375,13.20833333,34.45833333,13.91666667,9.166666667,0.021375,0.021375,0.291666667,0.005458333,12.91666667,37.25,14.04166667,8.916666667,0.020541667,0.019916667,0.3375,0.005666667,12.91666667,34.91666667,14.25,8.083333333,0.020083333,0.019416667,0.366666667,0.004625,13.16666667,32.79166667,13.5,9.291666667,0.019375,0.018291667,0.2875,0.005291667,12.41666667,37.75,14.875,9.083333333,0.027458333,0.022916667,0.516666667,0.004458333,13.91666667,36.58333333,12.91666667,8.583333333,0.028208333,0.017708333,0.241666667,0.006166667,12,34.83333333,16.75,9.625,0.02325,0.020833333,0.408333333,0.004625,15.45833333,37.70833333,14.125,8.083333333,0.024083333,0.021291667,0.3375,0.003583333,13.20833333,32.66666667,12.875,7.916666667,0.026958333,0.022833333,0.283333333,0.0045,11.95833333,31.45833333,12.45833333,7.458333333,0.023791667,0.023583333,0.4625,0.003291667,11.54166667,30.41666667,12.79166667,9.125,0.024166667,0.021166667,0.375,0.003083333,11.95833333,35.875,92,112,112,24,10,6,235600,196,1202.040816
2014-09-05,23.95833333,14.79166667,0.024625,0.032625,0.420833333,0.004833333,22.16666667,56.5,22.95833333,16.125,0.025791667,0.033541667,0.45,0.005875,21.29166667,58.625,23.83333333,11.41666667,0.024541667,0.032625,0.325,0.004375,22.08333333,44.54166667,23.375,14.58333333,0.021958333,0.03275,0.4625,0.005333333,21.58333333,55.45833333,23.41666667,14,0.019291667,0.047791667,0.275,0.0045,21.75,52.75,27.25,16.58333333,0.0285,0.025458333,0.345833333,0.004791667,25.25,60.25,23.95833333,16.04166667,0.024416667,0.0325,0.429166667,0.002041667,22.125,59.20833333,24.41666667,14.33333333,0.029416667,0.030625,0.4875,0.004833333,22.625,53.95833333,23.54166667,15.16666667,0.021708333,0.028708333,0.404166667,0.00275,21.83333333,54.625,27.125,14.29166667,0.023041667,0.027791667,0.325,0.004333333,25.125,55.16666667,24.125,14.20833333,0.025791667,0.041333333,0.425,0.005,22.16666667,54.375,24.54166667,14.33333333,0.024708333,0.030666667,0.341666667,0.005375,22.66666667,54.66666667,26.54166667,14.08333333,0.026083333,0.049916667,0.445833333,0.004375,24.54166667,53.16666667,23.375,14.91666667,0.023708333,0.032375,0.341666667,0.004166667,21.625,55.79166667,24.08333333,14.91666667,0.025375,0.031416667,0.425,0.005416667,22.29166667,56,22.95833333,14.125,0.024583333,0.030083333,0.341666667,0.00575,21.33333333,53.79166667,22.375,13.70833333,0.022625,0.0255,0.375,0.006166667,20.70833333,53.375,23.66666667,14.375,0.022,0.02725,0.4375,0.005291667,21.91666667,54.20833333,23.04166667,15.29166667,0.0215,0.027416667,0.370833333,0.005708333,21.41666667,57.375,24.125,15.58333333,0.029583333,0.029958333,0.629166667,0.005,22.41666667,57.5,21.875,14.79166667,0.029875,0.027583333,0.354166667,0.006666667,20.25,56.125,26.83333333,16,0.026625,0.03075,0.483333333,0.005541667,24.83333333,57.33333333,24.45833333,14.54166667,0.024666667,0.032541667,0.420833333,0.004333333,22.625,54.875,23.58333333,14.91666667,0.025458333,0.03525,0.391666667,0.004958333,21.91666667,55.95833333,21.91666667,14.75,0.021875,0.036458333,0.6375,0.003583333,20.29166667,54.5,23.125,16.125,-0.022083333,-0.009333333,0.429166667,-0.038041667,21.5,58.16666667,95,167,94,23,14,9,324200,429,755.7109557
2014-09-06,31.75,20.04166667,0.03125,0.028541667,0.433333333,0.005125,29.33333333,67.58333333,30.45833333,22,0.034541667,0.02725,0.4375,0.005791667,28.20833333,71.66666667,31.875,16.29166667,0.03125,0.030458333,0.316666667,0.00425,29.5,58.70833333,31.83333333,20.79166667,0.027916667,0.03075,0.491666667,0.00575,29.5,69.125,33.5,21.375,0.024333333,0.0435,0.329166667,0.00475,31.04166667,70.5,36.375,20.5,0.038958333,0.02075,0.345833333,0.003875,33.70833333,68.625,31.75,21.66666667,0.031125,0.028833333,0.391666667,0.001958333,29.29166667,71.125,33.04166667,20.58333333,0.040541667,0.024208333,0.479166667,0.005583333,30.54166667,68,30.625,16.625,0.03275,0.022208333,0.420833333,0.002875,28.33333333,56.66666667,31.95833333,16.20833333,0.030541667,0.023,0.333333333,0.004791667,29.58333333,59.125,29.5,20.375,0.039083333,0.028166667,0.429166667,0.005083333,27.20833333,68.25,32.04166667,17.375,0.033458333,0.023958333,0.3375,0.005666667,29.66666667,61.83333333,30,18.08333333,0.035916667,0.043458333,0.4375,0.004458333,27.79166667,60.54166667,31.29166667,16.54166667,0.031583333,0.021208333,0.320833333,0.004,29.04166667,59.41666667,32.16666667,21.20833333,0.027083333,0.030791667,0.475,0.005,29.70833333,70.08333333,28.125,16.83333333,0.031083333,0.025291667,0.3625,0.006583333,26.08333333,60.20833333,28.375,17.25,0.026333333,0.022125,0.379166667,0.006666667,26.33333333,61.5,31.875,19.70833333,0.028,0.022625,0.466666667,0.006416667,29.5,66.66666667,30.91666667,21.91666667,0.021833333,0.030458333,0.4125,0.006541667,28.54166667,71.75,29.875,20.5,0.034083333,0.028166667,0.566666667,0.005666667,27.58333333,68.66666667,30.58333333,20.33333333,0.031833333,0.031833333,0.391666667,0.007583333,28.20833333,68.29166667,33.83333333,21.16666667,0.028416667,0.031208333,0.529166667,0.006208333,31.29166667,69.95833333,32.70833333,21.875,0.029208333,0.029916667,0.475,0.00525,30.29166667,71.54166667,33.79166667,22.58333333,0.030458333,0.032916667,0.408333333,0.006041667,31.375,73.08333333,32.66666667,23.20833333,0.030625,0.032375,0.695833333,0.004791667,30.29166667,74.41666667,34,25.33333333,0.02925,0.02925,0.508333333,0.004333333,31.5,78.875,106,191,86,27,11,8,376800,383,983.8120104
2014-09-07,42.79166667,26.66666667,0.033708333,0.024166667,0.5,0.0045,39.33333333,81.625,39.125,27.375,0.039875,0.021583333,0.429166667,0.005208333,36.08333333,83.16666667,41.16666667,21.625,0.032375,0.027916667,0.370833333,0.003458333,37.91666667,71.04166667,41.41666667,26.45833333,0.029541667,0.025458333,0.5375,0.004791667,38.08333333,81.20833333,42.79166667,27.70833333,0.025541667,0.035583333,0.416666667,0.004,39.04166667,84,44.875,27.25,0.03925,0.017541667,0.3875,0.004958333,41.5,82.70833333,40.79166667,28.66666667,0.034083333,0.025083333,0.458333333,0.001791667,37.45833333,86,41.16666667,25.70833333,0.046041667,0.017166667,0.491666667,0.004708333,37.75,79.70833333,37.33333333,25.16666667,0.038416667,0.018916667,0.470833333,0.002166667,34.41666667,77.45833333,44.375,21.79166667,0.034791667,0.019791667,0.366666667,0.004416667,41.125,71.45833333,42,27.45833333,0.041791667,0.02425,0.533333333,0.005208333,38.875,83.29166667,41.04166667,21.33333333,0.038791667,0.01725,0.3625,0.005083333,38.08333333,70.54166667,46.25,24.91666667,0.044458333,0.030375,0.529166667,0.003666667,42.66666667,77.95833333,44.70833333,21.625,0.038083333,0.016875,0.35,0.004,41,71,44.91666667,28.54166667,0.031583333,0.022666667,0.525,0.004166667,40.625,86.125,44.25,24.5,0.031166667,0.025541667,0.466666667,0.005958333,40.20833333,77.08333333,45.33333333,31.5,0.025416667,0.022083333,0.483333333,0.005916667,40.875,92.375,47.41666667,28.66666667,0.026833333,0.024166667,0.608333333,0.005333333,42.70833333,86.25,42.125,29.29166667,0.026125,0.028166667,0.466666667,0.005666667,38.375,87.66666667,42.54166667,27.70833333,0.035708333,0.0255,0.666666667,0.004708333,38.45833333,84.375,40.625,26.70833333,0.033916667,0.026958333,0.4375,0.006791667,37.375,81.91666667,48.95833333,28.91666667,0.028875,0.028916667,0.645833333,0.005125,43.08333333,86.83333333,43.625,28.16666667,0.029333333,0.027375,0.5375,0.004166667,39.58333333,85.29166667,43.83333333,29.70833333,0.029833333,0.0295,0.458333333,0.004875,39.83333333,88.25,38.79166667,27.04166667,0.030791667,0.025875,0.720833333,0.002625,35.875,82.41666667,39.66666667,29.91666667,0.031333333,0.020708333,0.504166667,0.003333333,36.70833333,88.54166667,42,201,48,12,4,1,90000,64,1406.25
2014-09-08,47.875,30.54166667,0.034166667,0.020666667,0.504166667,0.0045,44.125,89.875,45,30.75,0.039666667,0.018583333,0.445833333,0.005833333,41.375,90.70833333,48.20833333,25.04166667,0.035708333,0.023875,0.3625,0.003875,44.20833333,78.29166667,46.08333333,30.79166667,0.033041667,0.021166667,0.533333333,0.004833333,42.375,90.70833333,48.66666667,31.83333333,0.025625,0.033333333,0.4125,0.004125,44.375,92.91666667,50.45833333,30.875,0.037875,0.016666667,0.420833333,0.003541667,46.08333333,90.91666667,46.58333333,32.29166667,0.033291667,0.021625,0.4625,0.001875,42.91666667,93.95833333,46.75,28.58333333,0.042291667,0.017916667,0.529166667,0.005083333,42.83333333,85.95833333,43.54166667,26.20833333,0.033125,0.018625,0.466666667,0.002583333,40,80.125,45.58333333,23.125,0.03325,0.017458333,0.370833333,0.004208333,42.04166667,74.25,43.25,29.45833333,0.039583333,0.022708333,0.479166667,0.004791667,39.75,87.70833333,42.75,22.54166667,0.034583333,0.018375,0.375,0.005416667,39.54166667,72.95833333,49.70833333,28.91666667,0.040791667,0.030875,0.5375,0.004291667,45.04166667,86.66666667,49.29166667,28.70833333,0.039875,0.015916667,0.395833333,0.004,44.91666667,86.5,50.45833333,34.58333333,0.034666667,0.017958333,0.533333333,0.004166667,45.75,99,50.625,30.33333333,0.034458333,0.018208333,0.466666667,0.005916667,45.79166667,89.91666667,48.5,32.625,0.031125,0.0145,0.466666667,0.005625,44.29166667,95.125,54.625,33.75,0.0285,0.018375,0.620833333,0.004958333,48.625,97.33333333,48.41666667,35.95833333,0.025958333,0.018666667,0.4375,0.005625,43.91666667,102.7916667,49.625,33.08333333,0.041375,0.019208333,0.679166667,0.004375,45.125,95.83333333,47.375,32.66666667,0.03525,0.020541667,0.445833333,0.006791667,43.45833333,95.125,55.79166667,32.375,0.030541667,0.022166667,0.5875,0.005041667,49.375,94.58333333,49.83333333,32.70833333,0.031916667,0.021708333,0.529166667,0.004041667,45.08333333,95.04166667,47.875,33.58333333,0.032875,0.023583333,0.445833333,0.004958333,43.45833333,97.16666667,43.375,30.20833333,0.029125,0.025291667,0.716666667,0.002875,40.16666667,89.29166667,42.70833333,32.83333333,0.029,0.02025,0.525,0.003375,39.5,95.29166667,65,42,88,23,6,3,-1,-1,-1
2014-09-09,56.29166667,34.83333333,0.040208333,0.018875,0.483333333,0.005416667,45.66666667,99.70833333,56.20833333,39.625,0.045666667,0.017375,0.5,0.006166667,44.95833333,106.7083333,64.66666667,30.45833333,0.046541667,0.020041667,0.404166667,0.006125,49.375,88.08333333,62.625,41.5,0.040708333,0.0195,0.558333333,0.00575,48.70833333,104.625,53.875,33.58333333,0.029041667,0.033208333,0.35,0.00475,46.08333333,95.04166667,48.08333333,31.04166667,0.038083333,0.017208333,0.325,0.004791667,41.45833333,87.83333333,50.625,36.20833333,0.038625,0.019208333,0.445833333,0.002,42.41666667,95.83333333,49.41666667,31.125,0.042208333,0.019708333,0.5125,0.005625,42.79166667,91.29166667,43.16666667,26.5,0.036541667,0.017208333,0.4375,0.003833333,37.54166667,78.5,50.20833333,27.25,0.034291667,0.016333333,0.358333333,0.005,43.29166667,81.54166667,50,33.66666667,0.041,0.022833333,0.520833333,0.005458333,42.29166667,97.875,46.29166667,25.54166667,0.035125,0.018958333,0.358333333,0.005958333,40.95833333,79.08333333,70.125,34.41666667,0.048791667,0.02775,0.5875,0.005625,52.45833333,97.83333333,68.5,40.625,0.047666667,0.01575,0.358333333,0.004,50.79166667,102.5833333,70.25,44.95833333,0.044083333,0.014166667,0.583333333,0.007083333,52.16666667,108.5833333,59.54166667,34.33333333,0.0405,0.017,0.4875,0.00675,45.75,93.16666667,56.45833333,41.33333333,0.039916667,0.01275,0.458333333,0.006375,43.875,92.875,63.625,35.625,0.035791667,0.014666667,0.6,0.00675,48.5,96,57.5,38.125,0.036708333,0.013583333,0.4625,0.0055,45.33333333,102,63.16666667,42.125,0.051166667,0.016833333,0.666666667,0.005666667,48.70833333,106.375,60.70833333,39.625,0.048666667,0.014375,0.441666667,0.006958333,46.79166667,101.6666667,66.5,32.91666667,0.042,0.015833333,0.5875,0.006833333,50.375,95.20833333,63.375,40.20833333,0.04525,0.017,0.525,0.005666667,48.41666667,103.7083333,45.70833333,30.70833333,0.036291667,0.021875,0.4,0.005708333,39.75,89,42.16666667,28.75,0.032666667,0.024875,0.65,0.003375,37.20833333,84.375,40.33333333,32.20833333,0.028541667,0.022333333,0.5,0.00375,35.875,93.41666667,77,106,95,28,11,9,-1,-1,-1
