,PM10_CONC_0,PM2_5_CONC_0,O3_0,NO2_0,CO_0,SO2_0,PM10_AQI_0,PM2_5_AQI_0,PM10_CONC_1,PM2_5_CONC_1,O3_1,NO2_1,CO_1,SO2_1,PM10_AQI_1,PM2_5_AQI_1,PM10_CONC_2,PM2_5_CONC_2,O3_2,NO2_2,CO_2,SO2_2,PM10_AQI_2,PM2_5_AQI_2,PM10_CONC_3,PM2_5_CONC_3,O3_3,NO2_3,CO_3,SO2_3,PM10_AQI_3,PM2_5_AQI_3,PM10_CONC_4,PM2_5_CONC_4,O3_4,NO2_4,CO_4,SO2_4,PM10_AQI_4,PM2_5_AQI_4,PM10_CONC_5,PM2_5_CONC_5,O3_5,NO2_5,CO_5,SO2_5,PM10_AQI_5,PM2_5_AQI_5,PM10_CONC_6,PM2_5_CONC_6,O3_6,NO2_6,CO_6,SO2_6,PM10_AQI_6,PM2_5_AQI_6,PM10_CONC_7,PM2_5_CONC_7,O3_7,NO2_7,CO_7,SO2_7,PM10_AQI_7,PM2_5_AQI_7,PM10_CONC_8,PM2_5_CONC_8,O3_8,NO2_8,CO_8,SO2_8,PM10_AQI_8,PM2_5_AQI_8,PM10_CONC_9,PM2_5_CONC_9,O3_9,NO2_9,CO_9,SO2_9,PM10_AQI_9,PM2_5_AQI_9,PM10_CONC_10,PM2_5_CONC_10,O3_10,NO2_10,CO_10,SO2_10,PM10_AQI_10,PM2_5_AQI_10,PM10_CONC_11,PM2_5_CONC_11,O3_11,NO2_11,CO_11,SO2_11,PM10_AQI_11,PM2_5_AQI_11,PM10_CONC_12,PM2_5_CONC_12,O3_12,NO2_12,CO_12,SO2_12,PM10_AQI_12,PM2_5_AQI_12,PM10_CONC_13,PM2_5_CONC_13,O3_13,NO2_13,CO_13,SO2_13,PM10_AQI_13,PM2_5_AQI_13,PM10_CONC_14,PM2_5_CONC_14,O3_14,NO2_14,CO_14,SO2_14,PM10_AQI_14,PM2_5_AQI_14,PM10_CONC_15,PM2_5_CONC_15,O3_15,NO2_15,CO_15,SO2_15,PM10_AQI_15,PM2_5_AQI_15,PM10_CONC_16,PM2_5_CONC_16,O3_16,NO2_16,CO_16,SO2_16,PM10_AQI_16,PM2_5_AQI_16,PM10_CONC_17,PM2_5_CONC_17,O3_17,NO2_17,CO_17,SO2_17,PM10_AQI_17,PM2_5_AQI_17,PM10_CONC_18,PM2_5_CONC_18,O3_18,NO2_18,CO_18,SO2_18,PM10_AQI_18,PM2_5_AQI_18,PM10_CONC_19,PM2_5_CONC_19,O3_19,NO2_19,CO_19,SO2_19,PM10_AQI_19,PM2_5_AQI_19,PM10_CONC_20,PM2_5_CONC_20,O3_20,NO2_20,CO_20,SO2_20,PM10_AQI_20,PM2_5_AQI_20,PM10_CONC_21,PM2_5_CONC_21,O3_21,NO2_21,CO_21,SO2_21,PM10_AQI_21,PM2_5_AQI_21,PM10_CONC_22,PM2_5_CONC_22,O3_22,NO2_22,CO_22,SO2_22,PM10_AQI_22,PM2_5_AQI_22,PM10_CONC_23,PM2_5_CONC_23,O3_23,NO2_23,CO_23,SO2_23,PM10_AQI_23,PM2_5_AQI_23,PM10_CONC_24,PM2_5_CONC_24,O3_24,NO2_24,CO_24,SO2_24,PM10_AQI_24,PM2_5_AQI_24,PM10_CONC_25,PM2_5_CONC_25,O3_25,NO2_25,CO_25,SO2_25,PM10_AQI_25,PM2_5_AQI_25,PM10_DAY_AVE,PM2_5_DAY_AVE,O3_DAY_AVE,NO2_DAY_AVE,CO_DAY_AVE,SO2_DAY_AVE,FISH_TOT_PRICE_DAY,FISH_TOT_NUM_DAY,FISH_AVE_PRICE_DAY
2016-09-30,28.79166667,13.45833333,0.01225,0.029333333,0.4375,0.004166667,26.79166667,47.41666667,28.54166667,13.625,0.012625,0.028791667,0.433333333,0.004208333,26.54166667,47.79166667,32.58333333,16.20833333,0.011041667,0.027166667,0.483333333,0.005166667,30,55.58333333,27.75,14.95833333,0.010291667,0.028625,0.329166667,0.003583333,25.70833333,53.54166667,29.58333333,14.16666667,0.006916667,0.034333333,0.370833333,0.003666667,27.41666667,49.375,25.45833333,10.66666667,0.012666667,0.031,0.479166667,0.004166667,23.5,37.83333333,28.79166667,13.5,0.00975,0.03075,0.691666667,0.004791667,26.625,47.58333333,28.66666667,14.25,0.010125,0.029583333,0.379166667,0.005166667,26.625,49.16666667,30.79166667,13.29166667,0.011833333,0.031041667,0.458333333,0.004583333,28.54166667,47.5,22.16666667,10.95833333,0.014666667,0.02825,0.391666667,0.003041667,20.5,38.25,27.08333333,14.16666667,0.013041667,0.024416667,0.345833333,0.002958333,25.16666667,48.58333333,20.75,11.54166667,0.014375,0.025583333,0.404166667,0.006166667,19.125,40.79166667,29.625,13.33333333,0.013916667,0.027291667,0.395833333,0.004291667,27.41666667,47.04166667,28.58333333,12.125,0.013833333,0.021166667,0.4,0.003125,26.58333333,44.04166667,30.08333333,11.79166667,0.013041667,0.03475,0.4875,0.003125,27.91666667,42.70833333,26.20833333,10.66666667,0.012083333,0.03425,0.429166667,0.003458333,24.33333333,39.16666667,31.125,13.70833333,0.009541667,0.032291667,0.333333333,0.005666667,28.70833333,48.45833333,32.125,14.5,0.013041667,0.026958333,0.379166667,0.005,29.375,51.125,26.75,13.41666667,0.013541667,0.030708333,0.425,0.003208333,24.625,47.375,35.375,15.375,0.013291667,0.02625,0.541666667,0.002208333,31.625,52.08333333,29.04166667,13.70833333,0.012458333,0.029708333,0.441666667,0.004291667,27,47.95833333,32.45833333,18.5,0.014583333,0.034583333,0.429166667,0.006,29.58333333,63.625,27.95833333,13.125,0.01575,0.029125,0.4875,0.004208333,25.625,46.04166667,33.20833333,14.41666667,0.008416667,0.032791667,0.383333333,0.004125,30.33333333,50.04166667,25.75,12,0.011166667,0.027625,0.591666667,0.003833333,23.79166667,43.41666667,28.41666667,11.70833333,-0.028666667,-0.017875,0.316666667,-0.038125,26.125,42.625,123,169,58,41,13,6,121500,112,1084.821429
2016-10-01,45.25,25.75,0.011875,0.037375,0.5625,0.004083333,41.95833333,79.66666667,45.25,25.91666667,0.011791667,0.037291667,0.566666667,0.004125,41.95833333,80.04166667,51.91666667,30.20833333,0.008333333,0.038458333,0.654166667,0.005,46.79166667,89.75,42.66666667,27.08333333,0.01125,0.034083333,0.4375,0.003833333,39.58333333,82.45833333,44.875,25.45833333,0.0075,0.0395,0.458333333,0.00375,41.5,79.29166667,40.75,21.79166667,0.014333333,0.035708333,0.5625,0.003958333,37.70833333,71.5,44.91666667,25,0.010541667,0.039333333,0.7875,0.004666667,41.45833333,78.33333333,42.125,25.95833333,0.013666667,0.030416667,0.445833333,0.005291667,39,80.41666667,43.29166667,24.16666667,0.011375,0.042541667,0.6125,0.004083333,40.08333333,76.45833333,37.16666667,24.29166667,0.0145,0.037083333,0.545833333,0.003458333,34.41666667,76.75,40.5,24.95833333,0.012416667,0.032708333,0.45,0.00325,37.45833333,78.04166667,35.79166667,26.29166667,0.013666667,0.034666667,0.516666667,0.00625,33.125,80.91666667,44.08333333,26.16666667,0.011875,0.035041667,0.533333333,0.00475,40.375,81,45.875,20.91666667,0.014375,0.025583333,0.458333333,0.003083333,41.625,69.58333333,43.91666667,25.04166667,0.01225,0.048041667,0.6375,0.00325,40.66666667,78.20833333,51.70833333,29.08333333,0.008583333,0.0445,0.504166667,0.004833333,45.95833333,87.375,52.54166667,27.58333333,0.009541667,0.044708333,0.475,0.005875,47,83.95833333,50.45833333,28.25,0.0125,0.036416667,0.541666667,0.005166667,45.875,85.41666667,43.41666667,26.125,0.009958333,0.041083333,0.616666667,0.003583333,40.125,80.41666667,53.33333333,27.79166667,0.015416667,0.03275,0.704166667,0.00225,47.83333333,84.54166667,45.83333333,26,0.011875,0.03825,0.570833333,0.00425,42.41666667,80.20833333,48.79166667,29,0.014708333,0.047958333,0.670833333,0.00575,44.75,86.83333333,47.08333333,24.91666667,0.013125,0.041291667,0.679166667,0.004041667,42.91666667,78.08333333,47.75,26.125,0.009375,0.036333333,0.4625,0.003833333,44,80.5,39.33333333,21.54166667,0.011625,0.031125,0.7125,0.004958333,36.41666667,70.95833333,45.41666667,22.04166667,-0.028791667,-0.013208333,0.4,-0.038125,41.45833333,70.95833333,129,202,63,31,12,4,132900,238,558.4033613
2016-10-02,29.95833333,17.29166667,0.010875,0.027125,0.491666667,0.004,27.83333333,60.25,29.95833333,17.29166667,0.010875,0.027125,0.491666667,0.004,27.83333333,60.25,33.04166667,19.875,0.006291667,0.028291667,0.595833333,0.005,30.58333333,66.25,28.58333333,19,0.011083333,0.025875,0.3875,0.003208333,26.41666667,65.41666667,27.54166667,17.29166667,0.008208333,0.026166667,0.408333333,0.003375,25.58333333,58.95833333,26.375,14.875,0.01375,0.024875,0.533333333,0.004333333,24.54166667,54.20833333,29.20833333,16.20833333,0.007083333,0.031833333,0.733333333,0.004291667,27.16666667,57.33333333,28.83333333,16.91666667,0.012625,0.020291667,0.375,0.005,26.70833333,58.58333333,32.58333333,18.25,0.008666667,0.033916667,0.566666667,0.004125,30.08333333,62.20833333,27.875,18.375,0.009958333,0.032208333,0.504166667,0.002791667,25.79166667,62.29166667,31.08333333,18.54166667,0.008458333,0.027625,0.429166667,0.004708333,28.83333333,62.33333333,27.66666667,21.08333333,0.010625,0.028375,0.479166667,0.006041667,25.54166667,69.16666667,29.625,18.79166667,0.01575,0.0225,0.454166667,0.004541667,27.125,62.41666667,29.125,12.41666667,0.019041667,0.017041667,0.391666667,0.002416667,26.875,46,30.41666667,16.04166667,0.013,0.031208333,0.520833333,0.002625,27.95833333,57.125,30.95833333,17.33333333,0.006291667,0.032791667,0.429166667,0.004125,28.66666667,60.25,33.45833333,18.625,0.008375,0.031041667,0.404166667,0.005416667,30.08333333,62.29166667,30.75,17.41666667,0.010625,0.0255,0.441666667,0.004166667,28.58333333,59.91666667,28.66666667,16.83333333,0.013666667,0.025125,0.441666667,0.002916667,26.625,58.41666667,33.04166667,15.25,0.015583333,0.021375,0.5625,0.002,30.375,54.375,29.95833333,17.29166667,0.010875,0.027125,0.491666667,0.004,27.83333333,60.25,33.375,20.41666667,0.012458333,0.032708333,0.516666667,0.004958333,30.75,68.45833333,30.70833333,16,0.011333333,0.029541667,0.591666667,0.003875,28.29166667,55.91666667,30.70833333,16.54166667,0.007583333,0.027125,0.375,0.00375,28.41666667,58.83333333,26.625,15.04166667,0.008875,0.025416667,0.675,0.003375,24.58333333,54.08333333,29.625,16.79166667,0.010833333,0.022291667,0.408333333,0.003166667,27.54166667,58.20833333,103,219,71,20,10,2,-1,-1,-1
2016-10-03,16.16666667,8.5,0.020625,0.018041667,0.370833333,0.004,14.83333333,34.79166667,16.16666667,8.5,0.020625,0.018041667,0.370833333,0.004,14.83333333,34.79166667,17.29166667,8.708333333,0.020166667,0.014166667,0.366666667,0.004958333,15.95833333,34.70833333,18.625,11.5,0.016833333,0.018416667,0.291666667,0.002958333,17.25,44.66666667,15.75,8.75,0.011791667,0.023875,0.345833333,0.00325,14.625,35.16666667,14.83333333,5.5,0.023666667,0.019791667,0.483333333,0.004791667,13.75,22.58333333,15.70833333,8.708333333,0.015791667,0.016916667,0.608333333,0.004083333,14.5,35.20833333,16,9.083333333,0.019625,0.016541667,0.320833333,0.005166667,14.79166667,36.125,16.75,8.208333333,0.019166667,0.020416667,0.375,0.004,15.54166667,33.41666667,12.58333333,7.083333333,0.0245,0.0195,0.354166667,0.002708333,11.66666667,28.5,15,8.125,0.021375,0.013375,0.2625,0.003125,13.875,32.875,11.375,7.541666667,0.021666667,0.016416667,0.358333333,0.006083333,10.58333333,30.625,17.70833333,8.041666667,0.017375,0.01875,0.375,0.004375,16.41666667,32.41666667,14.95833333,7.041666667,0.023125,0.013458333,0.375,0.00225,13.79166667,29.16666667,18.08333333,7.041666667,0.020833333,0.020041667,0.404166667,0.002583333,16.70833333,28.83333333,15.54166667,8.25,0.014583333,0.019875,0.2875,0.004,14.375,32.41666667,15.29166667,8.083333333,0.02,0.015375,0.220833333,0.0055,14.125,32.5,15.5,9.166666667,0.02925,0.015125,0.270833333,0.004666667,14.375,37,14.54166667,8.166666667,0.022541667,0.019166667,0.325,0.002916667,13.375,33.70833333,19.54166667,9.125,0.022458333,0.017458333,0.508333333,0.001791667,18.08333333,36.20833333,16.16666667,8.5,0.020625,0.018041667,0.370833333,0.004,14.83333333,34.79166667,22,11.70833333,0.027375,0.018666667,0.325,0.005083333,20.375,45.54166667,15.125,7.875,0.02325,0.019375,0.454166667,0.004,14,32.45833333,16.625,8.875,0.019,0.019041667,0.295833333,0.00375,15.29166667,36,14.58333333,8.166666667,0.020041667,0.019541667,0.541666667,0.003916667,13.5,33.625,17.25,9.708333333,0.020125,0.018458333,0.35,0.003208333,16.04166667,39.125,49,176,19,14,9,1,126900,255,497.6470588
2016-10-04,30.875,14.79166667,0.019875,0.025666667,0.420833333,0.004,28.54166667,55.91666667,30.875,14.79166667,0.019875,0.025666667,0.420833333,0.004,28.54166667,55.91666667,31.91666667,16.25,0.020625,0.025208333,0.458333333,0.004541667,29.54166667,59.04166667,28.16666667,16.41666667,0.022541667,0.018375,0.316666667,0.003,26.08333333,59.58333333,31.45833333,15.5,0.016458333,0.025625,0.379166667,0.003541667,29.125,57.45833333,27.5,12.66666667,0.020541667,0.023416667,0.45,0.002583333,25.45833333,48.83333333,31.625,15.16666667,0.013916667,0.03,0.716666667,0.004458333,29.25,56.375,31.29166667,15.5,0.020083333,0.021041667,0.35,0.004916667,28.95833333,56.45833333,35,16.20833333,0.016708333,0.030416667,0.479166667,0.004041667,32.41666667,58.83333333,25,12.41666667,0.021833333,0.026583333,0.416666667,0.002875,23.08333333,48.91666667,30.5,14.875,0.019291667,0.020541667,0.3375,0.004125,28.20833333,54.95833333,21.91666667,12.54166667,0.026041667,0.019833333,0.395833333,0.006291667,20.33333333,49.25,29.16666667,13.29166667,0.022166667,0.019416667,0.341666667,0.004416667,27.08333333,50.16666667,30.70833333,12.58333333,0.027083333,0.016166667,0.383333333,0.002916667,28.5,48.83333333,30.625,13.125,0.0225,0.030375,0.470833333,0.002958333,28.45833333,51.83333333,33.5,15.58333333,0.012166667,0.032458333,0.366666667,0.003916667,31.04166667,57.75,33.875,15.79166667,0.014291667,0.030541667,0.320833333,0.00525,31.375,58.20833333,32.95833333,15.58333333,0.020541667,0.025833333,0.3625,0.0045,30.58333333,57.58333333,28.375,15.20833333,0.023666667,0.029,0.420833333,0.003041667,26.29166667,57.33333333,35.45833333,15.41666667,0.02325,0.023458333,0.4625,0.002166667,32.75,57.20833333,30.875,14.79166667,0.019875,0.025666667,0.420833333,0.004,28.54166667,55.91666667,33.33333333,18.41666667,0.019916667,0.036666667,0.441666667,0.005,30.83333333,64.20833333,30.5,14.66666667,0.022208333,0.028666667,0.5375,0.004,28.25,55.375,35,16,0.013166667,0.030791667,0.345833333,0.003916667,32.29166667,57.5,28.41666667,14.29166667,0.017833333,0.02275,0.566666667,0.003291667,26.20833333,54.45833333,33.66666667,14.5,0.019333333,0.021458333,0.354166667,0.003458333,31.29166667,53.91666667,67,89,25,16,11,1,99400,150,662.6666667
2016-10-05,25.20833333,11.20833333,0.025041667,0.019875,0.395833333,0.003875,23.41666667,43.08333333,25.20833333,11.20833333,0.025041667,0.019875,0.395833333,0.003875,23.41666667,43.08333333,25.20833333,11.20833333,0.025041667,0.019875,0.395833333,0.003875,23.41666667,43.08333333,24.66666667,13.79166667,0.022666667,0.020041667,0.3375,0.002958333,22.875,50.95833333,25.58333333,11.66666667,0.018291667,0.022666667,0.320833333,0.003375,23.79166667,44.125,23.29166667,7.333333333,0.0275,0.019416667,0.45,0.00325,21.54166667,28.91666667,25,10.875,0.016625,0.022875,0.658333333,0.004166667,23.08333333,42.08333333,27.83333333,12.29166667,0.023333333,0.020333333,0.3375,0.004791667,25.79166667,44.70833333,27.33333333,10.125,0.02225,0.022875,0.408333333,0.004083333,25.25,40.25,16.54166667,7.291666667,0.028208333,0.018916667,0.354166667,0.002833333,15.33333333,29.16666667,22.08333333,10.25,0.025125,0.014041667,0.2875,0.004,20.45833333,40,17.33333333,8.916666667,0.029125,0.014333333,0.358333333,0.005708333,16.08333333,35.625,29.125,13.25,0.02525,0.021083333,0.379166667,0.004208333,26.95833333,48.70833333,25.79166667,9.583333333,0.032708333,0.013875,0.366666667,0.00275,23.79166667,37.08333333,26.16666667,10.08333333,0.026166667,0.022666667,0.4375,0.002833333,24.25,38.875,27.5,12.25,0.017833333,0.022333333,0.333333333,0.003958333,25.45833333,45.70833333,28.375,11.41666667,0.024125,0.018916667,0.2625,0.005291667,26.16666667,44.54166667,26.91666667,12.20833333,0.02625,0.017375,0.304166667,0.004375,24.95833333,47,22.08333333,10.625,0.026125,0.022375,0.358333333,0.002916667,20.45833333,42,31.5,12.91666667,0.028333333,0.018125,0.416666667,0.002125,28.58333333,47.125,18.375,14.16666667,0.024833333,0.020041667,0.395833333,0.003,17.08333333,49.29166667,27.95833333,14.95833333,0.029166667,0.023083333,0.354166667,0.005291667,25.91666667,55.375,27.125,10.16666667,0.02825,0.02025,0.475,0.004,25.04166667,39.95833333,27.625,12,0.020875,0.023125,0.325,0.003416667,25.625,44.41666667,23.04166667,10.45833333,0.025291667,0.019625,0.558333333,0.0035,21.29166667,40.45833333,27.45833333,10.75,0.027791667,0.016791667,0.345833333,0.003291667,25.45833333,40.875,66,141,13,19,14,2,80900,130,622.3076923
2016-10-06,38.875,18.20833333,0.024791667,0.022708333,0.483333333,0.003958333,35.91666667,63.83333333,37.29166667,17.875,0.025041667,0.022583333,0.475,0.003833333,34.5,63.08333333,38.875,18.20833333,0.024791667,0.022708333,0.483333333,0.003958333,35.91666667,63.83333333,39.75,21.16666667,0.020291667,0.023833333,0.4375,0.003125,36.70833333,70.20833333,40.875,19.20833333,0.015666667,0.029958333,0.408333333,0.003291667,37.875,65.70833333,38.83333333,18.04166667,0.0255,0.026375,0.545833333,0.004958333,35.91666667,63.375,39.41666667,17.95833333,0.01925,0.025041667,0.641666667,0.004291667,36.41666667,62.95833333,44.125,22.91666667,0.024833333,0.0225,0.466666667,0.004791667,40.66666667,73.33333333,42.54166667,18.54166667,0.027666667,0.021666667,0.4875,0.004,39.20833333,64.25,31.125,16.16666667,0.030041667,0.022125,0.466666667,0.003041667,28.91666667,59.20833333,40.91666667,18.95833333,0.025,0.017,0.370833333,0.003625,37.75,65.08333333,31.20833333,17.625,0.033833333,0.01475,0.4625,0.005875,28.91666667,62.66666667,40.66666667,18.625,0.024291667,0.020125,0.433333333,0.004583333,37.54166667,63.83333333,40.83333333,14.04166667,0.029083333,0.015208333,0.420833333,0.002958333,37.875,52.33333333,35.66666667,16.25,0.024583333,0.024333333,0.520833333,0.003041667,33.04166667,59.33333333,37.625,16.75,0.017458333,0.024,0.379166667,0.004,34.875,60.16666667,38.41666667,16.25,0.023833333,0.020791667,0.333333333,0.005166667,35.58333333,58.08333333,38.83333333,16.29166667,0.025791667,0.018875,0.4,0.004958333,36,59.375,30.75,15.5,0.025666667,0.025125,0.454166667,0.003083333,28.5,58.08333333,44.25,17.91666667,0.025291667,0.020458333,0.5375,0.002166667,40.75,62.54166667,27.70833333,19,0.025416667,0.021541667,0.470833333,0.002833333,25.58333333,65,37.16666667,20.125,0.030083333,0.024875,0.441666667,0.00575,34.5,67.875,43.83333333,17.79166667,0.025,0.026291667,0.579166667,0.004,40.33333333,62.83333333,44,18.79166667,0.020958333,0.026958333,0.4125,0.003791667,40.83333333,64.875,38.79166667,18.41666667,0.023791667,0.024583333,0.675,0.004,35.875,64.20833333,48.66666667,21.04166667,0.025208333,0.025666667,0.479166667,0.003625,44.83333333,69.79166667,45,153,20,18,15,1,89600,88,1018.181818
2016-10-07,26.75,12.29166667,0.017166667,0.024666667,0.404166667,0.004,24.70833333,48.66666667,24.83333333,11.29166667,0.017166667,0.024666667,0.404166667,0.004,23,44.66666667,26.75,12.29166667,0.017166667,0.024666667,0.404166667,0.004,24.70833333,48.66666667,23.91666667,14.125,0.018125,0.020958333,0.341666667,0.002875,22.125,53.45833333,27.375,12.45833333,0.011416667,0.027875,0.35,0.003166667,25.20833333,48.45833333,24.41666667,9.791666667,0.019208333,0.023583333,0.4,0.004041667,22.58333333,38.625,26.45833333,12,0.011583333,0.027833333,0.341666667,0.004083333,24.5,46.83333333,25.66666667,12.125,0.019708333,0.018791667,0.333333333,0.0045,23.66666667,46.20833333,29.20833333,11.875,0.012208333,0.033083333,0.470833333,0.004083333,27.08333333,46.54166667,22.54166667,10.08333333,0.017041667,0.026125,0.404166667,0.003291667,20.83333333,40.45833333,26.5,12.70833333,0.012708333,0.023833333,0.395833333,0.004083333,24.5,48.08333333,22.20833333,12.25,0.015583333,0.026416667,0.445833333,0.005833333,20.625,47.125,25.79166667,11.29166667,0.020041667,0.023083333,0.345833333,0.004458333,23.83333333,45,25.29166667,9,0.024833333,0.015625,0.379166667,0.002333333,23.41666667,37.375,27.125,11.16666667,0.017166667,0.026541667,0.4625,0.002708333,25,45.33333333,29.70833333,13.75,0.011333333,0.028125,0.370833333,0.003458333,27.41666667,52.29166667,26.75,12.70833333,0.015083333,0.025333333,0.3125,0.005291667,24.83333333,49.375,28.54166667,12.75,0.020083333,0.0205,0.3625,0.004125,26.41666667,49.58333333,24.20833333,12.75,0.020333333,0.026333333,0.420833333,0.002791667,22.33333333,50,31.33333333,13.375,0.023,0.01875,0.616666667,0.002125,29.04166667,51.125,24.58333333,9.166666667,0.017166667,0.024666667,0.404166667,0.004,22.66666667,36.70833333,30.41666667,17.45833333,0.02125,0.029458333,0.420833333,0.005125,28.08333333,61.91666667,29.04166667,12,0.0195,0.024791667,0.508333333,0.003958333,26.95833333,47.25,30.04166667,13.91666667,0.013041667,0.027666667,0.358333333,0.003541667,27.75,52.04166667,27.41666667,13.29166667,0.014583333,0.025208333,0.633333333,0.004041667,25.375,49.875,28.58333333,12.95833333,0.020458333,0.019833333,0.358333333,0.003333333,26.5,48.45833333,20,115,26,8,4,1,83300,150,555.3333333
2016-10-08,20.16666667,10.45833333,0.028458333,0.016208333,0.391666667,0.003875,18.625,42.125,18.16666667,8.458333333,0.028458333,0.016208333,0.391666667,0.003875,16.75,34.04166667,20.16666667,10.45833333,0.028458333,0.016208333,0.391666667,0.003875,18.625,42.125,16.66666667,13.41666667,0.024416667,0.018625,0.3375,0.002583333,15.25,51.54166667,20.54166667,10.83333333,0.019458333,0.020833333,0.320833333,0.003125,19.04166667,42.58333333,18.08333333,6.75,0.030583333,0.01625,0.4375,0.003916667,16.58333333,28.16666667,19.79166667,10.66666667,0.021291667,0.017666667,0.3125,0.003875,18.41666667,42.41666667,20.66666667,11.66666667,0.026833333,0.015916667,0.341666667,0.004666667,19.20833333,43.08333333,20.83333333,10.54166667,0.03,0.016916667,0.366666667,0.00375,19.25,42.125,13.54166667,7.333333333,0.031375,0.016791667,0.358333333,0.002625,12.625,30.58333333,19.41666667,10.04166667,0.026708333,0.010916667,0.2875,0.004,18.04166667,40.16666667,14.75,8.416666667,0.034041667,0.011958333,0.366666667,0.005625,13.70833333,34.75,20.83333333,11.20833333,0.026416667,0.019541667,0.391666667,0.004708333,19.29166667,43.875,20,9.041666667,0.031541667,0.01425,0.404166667,0.002666667,18.54166667,36.83333333,23.125,9.833333333,0.028416667,0.01925,0.454166667,0.002708333,21.54166667,39.41666667,20.33333333,11.04166667,0.021458333,0.016625,0.333333333,0.003708333,18.70833333,44.04166667,21.625,10.83333333,0.027625,0.015125,0.295833333,0.005083333,19.95833333,43.125,21.125,11.04166667,0.031375,0.012791667,0.320833333,0.004583333,19.45833333,43.875,17.625,10.33333333,0.030666667,0.01875,0.379166667,0.003083333,16.25,42.04166667,25.20833333,11.875,0.031375,0.01525,0.5625,0.002208333,23.375,45.83333333,18.41666667,6.458333333,0.028458333,0.016208333,0.391666667,0.003875,16.875,26.83333333,24.625,15.29166667,0.036875,0.01575,0.366666667,0.005541667,22.875,56.66666667,24.04166667,11.79166667,0.030708333,0.017166667,0.491666667,0.00375,22.20833333,45.70833333,22.58333333,10.91666667,0.025958333,0.0185,0.316666667,0.003541667,20.75,43,19.16666667,10.29166667,0.028125,0.014708333,0.608333333,0.004041667,17.75,40.70833333,22.25,10.45833333,0.030083333,0.014708333,0.370833333,0.003375,20.54166667,41.66666667,57,44,14,22,6,2,127000,158,803.7974684
2016-10-09,18,8.708333333,0.027125,0.012041667,0.3125,0.00375,16.75,36.33333333,15.5,6.708333333,0.027125,0.012041667,0.3125,0.00375,14.29166667,28.04166667,18,8.708333333,0.027125,0.012041667,0.3125,0.00375,16.75,36.33333333,16.625,11.45833333,0.022333333,0.017208333,0.308333333,0.002291667,15.45833333,46.41666667,19.70833333,9.333333333,0.022208333,0.012125,0.225,0.002958333,18.16666667,37.91666667,17.08333333,5.041666667,0.029041667,0.01075,0.329166667,0.003708333,15.875,21.125,17.875,8.833333333,0.022416667,0.014833333,0.254166667,0.00375,16.45833333,36.5,19.16666667,9.25,0.026458333,0.011875,0.3,0.004625,17.79166667,37.5,18.75,8.541666667,0.030333333,0.008458333,0.3,0.003083333,17.375,34.83333333,11.91666667,5.833333333,0.028291667,0.013375,0.3375,0.002208333,10.875,24.375,16.875,8.583333333,0.0255,0.006958333,0.225,0.003875,15.625,35.625,12.16666667,7.458333333,0.031375,0.009125,0.329166667,0.005375,11.16666667,31.08333333,18,10.75,0.026333333,0.014333333,0.295833333,0.004458333,16.625,43.33333333,19.125,7.791666667,0.029958333,0.0125,0.4,0.002958333,17.75,32.45833333,20.125,7.791666667,0.027458333,0.014833333,0.404166667,0.003,18.79166667,32.5,19.25,8.916666667,0.019708333,0.012333333,0.275,0.003208333,17.83333333,36.875,19.20833333,8.958333333,0.028208333,0.010958333,0.208333333,0.004625,17.83333333,37.08333333,19.04166667,9.166666667,0.027833333,0.010958333,0.25,0.004083333,17.75,37.625,15.625,8.041666667,0.028666667,0.012708333,0.304166667,0.002458333,14.41666667,33.45833333,20,9.625,0.029166667,0.011458333,0.416666667,0.002291667,18.5,38.25,15.58333333,5.208333333,0.027125,0.012041667,0.3125,0.00375,14.41666667,21.875,23.25,14.54166667,0.031666667,0.013458333,0.329166667,0.005125,21.58333333,54.91666667,20.41666667,8.833333333,0.028916667,0.012083333,0.4125,0.003916667,19,36.66666667,19.66666667,10.04166667,0.02625,0.012958333,0.295833333,0.003458333,18.33333333,40.45833333,17.875,9.166666667,0.028125,0.010333333,0.504166667,0.00375,16.58333333,38,20.04166667,9.333333333,0.027833333,0.012375,0.308333333,0.003291667,18.625,38.5,96,98,10,34,12,7,-1,-1,-1
