date,tot_price,tot_number,avg_price
2015-10-12,82400.0,130,633.8461538461538
2015-10-13,98700.0,176,560.7954545454545
2015-10-14,124100.0,202,614.3564356435644
2015-10-15,74100.0,108,686.1111111111111
2015-10-16,132500.0,159,833.3333333333334
2015-10-17,92800.0,128,725.0
2015-10-18,-1.0,-1,-1.0
2015-10-19,152000.0,215,706.9767441860465
2015-10-20,146900.0,178,825.2808988764045
2015-10-21,267000.0,267,1000.0
2015-10-22,142200.0,189,752.3809523809524
2015-10-23,202500.0,211,959.7156398104265
2015-10-24,146800.0,215,682.7906976744187
2015-10-25,-1.0,-1,-1.0
2015-10-26,160400.0,251,639.0438247011953
2015-10-27,208800.0,231,903.8961038961039
2015-10-28,81400.0,74,1100.0
2015-10-29,40000.0,20,2000.0
2015-10-30,110000.0,122,901.639344262295
2015-10-31,39000.0,112,348.2142857142857
2015-11-01,-1.0,-1,-1.0
2015-11-02,80000.0,48,1666.6666666666667
2015-11-03,127800.0,104,1228.8461538461538
2015-11-04,256600.0,304,844.078947368421
2015-11-05,159300.0,189,842.8571428571429
2015-11-06,224000.0,272,823.5294117647059
2015-11-07,198500.0,360,551.3888888888889
2015-11-08,-1.0,-1,-1.0
2015-11-09,115300.0,118,977.1186440677966
2015-11-10,188900.0,284,665.1408450704225
2015-11-11,153700.0,92,1670.6521739130435
2015-11-12,308300.0,261,1181.2260536398467
2015-11-13,270600.0,313,864.5367412140575
2015-11-14,333300.0,295,1129.8305084745762
2015-11-15,-1.0,-1,-1.0
2015-11-16,193900.0,299,648.4949832775919
2015-11-17,157500.0,205,768.2926829268292
2015-11-18,241500.0,271,891.1439114391144
2015-11-19,170300.0,207,822.7053140096618
2015-11-20,136400.0,92,1482.608695652174
2015-11-21,384500.0,250,1538.0
2015-11-22,-1.0,-1,-1.0
2015-11-23,242700.0,236,1028.3898305084747
2015-11-24,321400.0,351,915.6695156695157
2015-11-25,243800.0,214,1139.252336448598
2015-11-26,372300.0,393,947.3282442748092
2015-11-27,422800.0,441,958.7301587301587
2015-11-28,195000.0,220,886.3636363636364
2015-11-29,-1.0,-1,-1.0
2015-11-30,90000.0,42,2142.8571428571427
2015-12-01,170000.0,169,1005.9171597633136
2015-12-02,291000.0,226,1287.6106194690265
2015-12-03,213000.0,168,1267.857142857143
2015-12-04,296200.0,216,1371.2962962962963
2015-12-05,198000.0,272,727.9411764705883
2015-12-06,-1.0,-1,-1.0
2015-12-07,210700.0,255,826.2745098039215
2015-12-08,179900.0,237,759.0717299578059
2015-12-09,116800.0,174,671.264367816092
2015-12-10,330100.0,489,675.0511247443762
2015-12-11,102200.0,207,493.719806763285
2015-12-12,44900.0,80,561.25
2015-12-13,-1.0,-1,-1.0
2015-12-14,70300.0,115,611.304347826087
2015-12-15,179600.0,337,532.9376854599407
2015-12-16,223500.0,223,1002.2421524663677
2015-12-17,70300.0,103,682.5242718446602
2015-12-18,132800.0,142,935.2112676056338
2015-12-19,41000.0,42,976.1904761904761
2015-12-20,-1.0,-1,-1.0
2015-12-21,139900.0,187,748.1283422459893
2015-12-22,197300.0,357,552.6610644257703
2015-12-23,175700.0,235,747.6595744680851
2015-12-24,124200.0,115,1080.0
2015-12-25,122600.0,167,734.1317365269462
2015-12-26,31400.0,55,570.9090909090909
2015-12-27,-1.0,-1,-1.0
2015-12-28,18000.0,20,900.0
2015-12-29,164900.0,160,1030.625
2015-12-30,210600.0,216,975.0
2015-12-31,188500.0,138,1365.9420289855072
2016-01-01,-1.0,-1,-1.0
2016-01-02,145400.0,164,886.5853658536586
2016-01-03,-1.0,-1,-1.0
2016-01-04,279800.0,283,988.6925795053004
2016-01-05,181200.0,133,1362.406015037594
2016-01-06,319800.0,355,900.8450704225352
2016-01-07,259900.0,399,651.3784461152882
2016-01-08,206300.0,300,687.6666666666666
2016-01-09,50000.0,55,909.0909090909091
2016-01-10,-1.0,-1,-1.0
2016-01-11,78000.0,98,795.9183673469388
2016-01-12,155900.0,152,1025.657894736842
2016-01-13,180600.0,233,775.1072961373391
2016-01-14,314700.0,333,945.0450450450451
2016-01-15,305000.0,234,1303.4188034188035
2016-01-16,184400.0,225,819.5555555555555
2016-01-17,-1.0,-1,-1.0
2016-01-18,143100.0,132,1084.090909090909
2016-01-19,100800.0,92,1095.6521739130435
2016-01-20,65600.0,100,656.0
2016-01-21,75300.0,135,557.7777777777778
2016-01-22,145000.0,73,1986.3013698630136
2016-01-23,291700.0,337,865.5786350148368
2016-01-24,-1.0,-1,-1.0
2016-01-25,150700.0,84,1794.047619047619
2016-01-26,255600.0,203,1259.1133004926107
2016-01-27,296000.0,207,1429.951690821256
2016-01-28,159500.0,184,866.8478260869565
2016-01-29,238700.0,174,1371.83908045977
2016-01-30,266000.0,189,1407.4074074074074
2016-01-31,-1.0,-1,-1.0
2016-02-01,70000.0,20,3500.0
2016-02-02,40000.0,20,2000.0
2016-02-03,369200.0,334,1105.3892215568862
2016-02-04,212300.0,171,1241.5204678362572
2016-02-05,97000.0,92,1054.3478260869565
2016-02-06,165600.0,226,732.7433628318585
2016-02-07,30000.0,18,1666.6666666666667
2016-02-08,-1.0,-1,-1.0
2016-02-09,-1.0,-1,-1.0
2016-02-10,-1.0,-1,-1.0
2016-02-11,45000.0,18,2500.0
2016-02-12,-1.0,-1,-1.0
2016-02-13,51300.0,18,2850.0
2016-02-14,-1.0,-1,-1.0
2016-02-15,220000.0,126,1746.031746031746
2016-02-16,334100.0,402,831.094527363184
2016-02-17,50000.0,58,862.0689655172414
2016-02-18,334900.0,249,1344.9799196787149
2016-02-19,40000.0,75,533.3333333333334
2016-02-20,299300.0,257,1164.591439688716
2016-02-21,-1.0,-1,-1.0
2016-02-22,301200.0,323,932.5077399380805
2016-02-23,193600.0,180,1075.5555555555557
2016-02-24,-1.0,-1,-1.0
2016-02-25,-1.0,-1,-1.0
2016-02-26,-1.0,-1,-1.0
2016-02-27,-1.0,-1,-1.0
2016-02-28,-1.0,-1,-1.0
2016-02-29,159500.0,106,1504.7169811320755
2016-03-01,186000.0,173,1075.1445086705203
2016-03-02,-1.0,-1,-1.0
2016-03-03,120000.0,115,1043.4782608695652
2016-03-04,195900.0,194,1009.7938144329897
2016-03-05,69400.0,38,1826.3157894736842
2016-03-06,-1.0,-1,-1.0
2016-03-07,177800.0,299,594.6488294314381
2016-03-08,146600.0,54,2714.814814814815
2016-03-09,65000.0,36,1805.5555555555557
2016-03-10,222000.0,154,1441.5584415584415
2016-03-11,101000.0,163,619.6319018404907
2016-03-12,65000.0,62,1048.3870967741937
2016-03-13,-1.0,-1,-1.0
2016-03-14,268800.0,201,1337.313432835821
2016-03-15,362000.0,234,1547.008547008547
2016-03-16,237200.0,154,1540.2597402597403
2016-03-17,97000.0,76,1276.3157894736842
2016-03-18,244000.0,149,1637.5838926174497
2016-03-19,267000.0,289,923.8754325259515
2016-03-20,-1.0,-1,-1.0
2016-03-21,86000.0,92,934.7826086956521
2016-03-22,254200.0,270,941.4814814814815
2016-03-23,103800.0,162,640.7407407407408
2016-03-24,123000.0,138,891.304347826087
2016-03-25,111100.0,118,941.5254237288135
2016-03-26,160300.0,234,685.042735042735
2016-03-27,-1.0,-1,-1.0
2016-03-28,-1.0,-1,-1.0
2016-03-29,157000.0,224,700.8928571428571
2016-03-30,380300.0,346,1099.1329479768785
2016-03-31,90000.0,139,647.4820143884892
2016-04-01,348500.0,217,1605.9907834101382
2016-04-02,350500.0,342,1024.8538011695907
2016-04-03,-1.0,-1,-1.0
2016-04-04,321500.0,243,1323.045267489712
2016-04-05,280500.0,275,1020.0
2016-04-06,274200.0,259,1058.6872586872587
2016-04-07,145000.0,125,1160.0
2016-04-08,330900.0,297,1114.141414141414
2016-04-09,264100.0,233,1133.4763948497855
2016-04-10,-1.0,-1,-1.0
2016-04-11,325000.0,111,2927.927927927928
2016-04-12,418600.0,303,1381.5181518151815
2016-04-13,461800.0,415,1112.7710843373493
2016-04-14,183400.0,122,1503.27868852459
2016-04-15,109000.0,126,865.0793650793651
2016-04-16,199800.0,261,765.5172413793103
2016-04-17,-1.0,-1,-1.0
2016-04-18,295400.0,221,1336.6515837104073
2016-04-19,70000.0,90,777.7777777777778
2016-04-20,248800.0,189,1316.4021164021165
2016-04-21,494900.0,523,946.2715105162524
2016-04-22,140000.0,182,769.2307692307693
2016-04-23,58800.0,110,534.5454545454545
2016-04-24,-1.0,-1,-1.0
2016-04-25,-1.0,-1,-1.0
2016-04-26,75800.0,166,456.6265060240964
2016-04-27,56600.0,100,566.0
2016-04-28,94800.0,117,810.2564102564103
2016-04-29,75000.0,135,555.5555555555555
2016-04-30,85000.0,79,1075.9493670886077
2016-05-01,-1.0,-1,-1.0
2016-05-02,-1.0,-1,-1.0
2016-05-03,152000.0,195,779.4871794871794
2016-05-04,115000.0,131,877.8625954198474
2016-05-05,85000.0,136,625.0
2016-05-06,-1.0,-1,-1.0
2016-05-07,-1.0,-1,-1.0
2016-05-08,-1.0,-1,-1.0
2016-05-09,-1.0,-1,-1.0
2016-05-10,145000.0,131,1106.8702290076335
2016-05-11,167000.0,189,883.5978835978837
2016-05-12,136100.0,184,739.6739130434783
2016-05-13,20000.0,33,606.060606060606
2016-05-14,-1.0,-1,-1.0
2016-05-15,-1.0,-1,-1.0
2016-05-16,-1.0,-1,-1.0
2016-05-17,180000.0,234,769.2307692307693
2016-05-18,-1.0,-1,-1.0
2016-05-19,25000.0,26,961.5384615384615
2016-05-20,45000.0,155,290.3225806451613
2016-05-21,5000.0,30,166.66666666666666
2016-05-22,-1.0,-1,-1.0
2016-05-23,-1.0,-1,-1.0
2016-05-24,110000.0,36,3055.5555555555557
2016-05-25,85000.0,128,664.0625
2016-05-26,85000.0,178,477.5280898876405
2016-05-27,245000.0,120,2041.6666666666667
2016-05-28,221900.0,203,1093.103448275862
2016-05-29,-1.0,-1,-1.0
2016-05-30,183700.0,132,1391.6666666666667
2016-05-31,217700.0,204,1067.1568627450981
2016-06-01,160300.0,138,1161.5942028985507
2016-06-02,70000.0,58,1206.896551724138
2016-06-03,63000.0,95,663.1578947368421
2016-06-04,120000.0,48,2500.0
2016-06-05,-1.0,-1,-1.0
2016-06-06,100800.0,148,681.081081081081
2016-06-07,90000.0,38,2368.4210526315787
2016-06-08,312300.0,249,1254.2168674698796
2016-06-09,169500.0,245,691.8367346938776
2016-06-10,185700.0,84,2210.714285714286
2016-06-11,116300.0,74,1571.6216216216217
2016-06-12,-1.0,-1,-1.0
2016-06-13,77700.0,74,1050.0
2016-06-14,288200.0,352,818.75
2016-06-15,71000.0,104,682.6923076923077
2016-06-16,126500.0,198,638.8888888888889
2016-06-17,224000.0,222,1009.009009009009
2016-06-18,141000.0,98,1438.7755102040817
2016-06-19,-1.0,-1,-1.0
2016-06-20,101300.0,34,2979.4117647058824
2016-06-21,194600.0,260,748.4615384615385
2016-06-22,64100.0,184,348.3695652173913
2016-06-23,-1.0,-1,-1.0
2016-06-24,55000.0,58,948.2758620689655
2016-06-25,82500.0,54,1527.7777777777778
2016-06-26,-1.0,-1,-1.0
2016-06-27,271500.0,283,959.3639575971731
2016-06-28,318700.0,330,965.7575757575758
2016-06-29,212200.0,204,1040.1960784313726
2016-06-30,198000.0,147,1346.938775510204
2016-07-01,295500.0,330,895.4545454545455
2016-07-02,176200.0,224,786.6071428571429
2016-07-03,-1.0,-1,-1.0
2016-07-04,156000.0,241,647.3029045643153
2016-07-05,105400.0,111,949.5495495495495
2016-07-06,111000.0,66,1681.8181818181818
2016-07-07,188000.0,226,831.858407079646
2016-07-08,233700.0,178,1312.9213483146068
2016-07-09,150000.0,96,1562.5
2016-07-10,-1.0,-1,-1.0
2016-07-11,225500.0,261,863.9846743295019
2016-07-12,166900.0,195,855.8974358974359
2016-07-13,122000.0,194,628.8659793814433
2016-07-14,211000.0,241,875.5186721991702
2016-07-15,176400.0,221,798.1900452488687
2016-07-16,233600.0,203,1150.7389162561576
2016-07-17,-1.0,-1,-1.0
2016-07-18,158500.0,175,905.7142857142857
2016-07-19,286600.0,339,845.4277286135693
2016-07-20,50000.0,59,847.457627118644
2016-07-21,92000.0,91,1010.989010989011
2016-07-22,81000.0,132,613.6363636363636
2016-07-23,40000.0,16,2500.0
2016-07-24,-1.0,-1,-1.0
2016-07-25,166200.0,177,938.9830508474577
2016-07-26,199100.0,223,892.8251121076233
2016-07-27,183100.0,157,1166.2420382165606
2016-07-28,84700.0,68,1245.5882352941176
2016-07-29,216300.0,155,1395.483870967742
2016-07-30,-1.0,-1,-1.0
2016-07-31,-1.0,-1,-1.0
2016-08-01,141500.0,207,683.5748792270531
2016-08-02,100900.0,217,464.9769585253456
2016-08-03,105900.0,148,715.5405405405405
2016-08-04,92500.0,154,600.6493506493506
2016-08-05,136100.0,205,663.9024390243902
2016-08-06,182400.0,169,1079.2899408284025
2016-08-07,-1.0,-1,-1.0
2016-08-08,72700.0,100,727.0
2016-08-09,85600.0,150,570.6666666666666
2016-08-10,117100.0,182,643.4065934065934
2016-08-11,67000.0,126,531.7460317460317
2016-08-12,105100.0,122,861.4754098360655
2016-08-13,169600.0,186,911.8279569892474
2016-08-14,-1.0,-1,-1.0
2016-08-15,115500.0,182,634.6153846153846
2016-08-16,139300.0,214,650.9345794392524
2016-08-17,120100.0,100,1201.0
2016-08-18,106000.0,108,981.4814814814815
2016-08-19,-1.0,-1,-1.0
2016-08-20,-1.0,-1,-1.0
2016-08-21,-1.0,-1,-1.0
2016-08-22,-1.0,-1,-1.0
2016-08-23,-1.0,-1,-1.0
2016-08-24,149600.0,168,890.4761904761905
2016-08-25,63700.0,66,965.1515151515151
2016-08-26,203300.0,184,1104.891304347826
2016-08-27,124500.0,210,592.8571428571429
2016-08-28,-1.0,-1,-1.0
2016-08-29,168900.0,217,778.3410138248848
2016-08-30,187500.0,244,768.4426229508197
2016-08-31,135000.0,79,1708.860759493671
2016-09-01,65200.0,46,1417.391304347826
2016-09-02,127000.0,124,1024.1935483870968
2016-09-03,201300.0,246,818.2926829268292
2016-09-04,-1.0,-1,-1.0
2016-09-05,115900.0,170,681.7647058823529
2016-09-06,120000.0,179,670.391061452514
2016-09-07,67200.0,105,640.0
2016-09-08,91600.0,161,568.944099378882
2016-09-09,72900.0,98,743.8775510204082
2016-09-10,83700.0,128,653.90625
2016-09-11,-1.0,-1,-1.0
2016-09-12,136000.0,211,644.5497630331754
2016-09-13,94400.0,169,558.5798816568048
2016-09-14,47000.0,46,1021.7391304347826
2016-09-15,-1.0,-1,-1.0
2016-09-16,-1.0,-1,-1.0
2016-09-17,-1.0,-1,-1.0
2016-09-18,-1.0,-1,-1.0
2016-09-19,-1.0,-1,-1.0
2016-09-20,159400.0,238,669.7478991596639
2016-09-21,95000.0,66,1439.3939393939395
2016-09-22,153000.0,171,894.7368421052631
2016-09-23,185100.0,167,1108.3832335329341
2016-09-24,128400.0,148,867.5675675675676
2016-09-25,-1.0,-1,-1.0
2016-09-26,95500.0,139,687.0503597122303
2016-09-27,118000.0,189,624.3386243386243
2016-09-28,109200.0,118,925.4237288135594
2016-09-29,100400.0,163,615.9509202453987
2016-09-30,121500.0,112,1084.8214285714287
2016-10-01,132900.0,238,558.4033613445379
2016-10-02,-1.0,-1,-1.0
2016-10-03,126900.0,255,497.6470588235294
2016-10-04,99400.0,150,662.6666666666666
2016-10-05,80900.0,130,622.3076923076923
2016-10-06,89600.0,88,1018.1818181818181
2016-10-07,83300.0,150,555.3333333333334
2016-10-08,127000.0,158,803.7974683544304
2016-10-09,-1.0,-1,-1.0
2016-10-10,82500.0,104,793.2692307692307
2016-10-11,208100.0,206,1010.1941747572815
2016-10-12,233500.0,172,1357.5581395348838
2016-10-13,175800.0,182,965.934065934066
2016-10-14,157900.0,132,1196.2121212121212
2016-10-15,115700.0,204,567.156862745098
2016-10-16,-1.0,-1,-1.0
2016-10-17,117100.0,116,1009.4827586206897
2016-10-18,255700.0,265,964.9056603773585
2016-10-19,40000.0,20,2000.0
2016-10-20,85000.0,134,634.3283582089553
2016-10-21,11000.0,30,366.6666666666667
2016-10-22,134500.0,128,1050.78125
2016-10-23,-1.0,-1,-1.0
2016-10-24,205500.0,202,1017.3267326732673
2016-10-25,136300.0,140,973.5714285714286
2016-10-26,153500.0,201,763.681592039801
2016-10-27,114500.0,128,894.53125
2016-10-28,123600.0,203,608.8669950738916
2016-10-29,125200.0,207,604.8309178743962
2016-10-30,-1.0,-1,-1.0
2016-10-31,100800.0,166,607.2289156626506
2016-11-01,75200.0,72,1044.4444444444443
2016-11-02,95700.0,130,736.1538461538462
2016-11-03,115500.0,132,875.0
2016-11-04,183200.0,260,704.6153846153846
2016-11-05,166700.0,215,775.3488372093024
2016-11-06,-1.0,-1,-1.0
2016-11-07,132600.0,162,818.5185185185185
2016-11-08,144700.0,157,921.656050955414
2016-11-09,133900.0,154,869.4805194805194
2016-11-10,180000.0,217,829.4930875576036
2016-11-11,20000.0,30,666.6666666666666
2016-11-12,171800.0,247,695.5465587044534
2016-11-13,-1.0,-1,-1.0
2016-11-14,297000.0,285,1042.1052631578948
2016-11-15,259100.0,273,949.0842490842491
2016-11-16,10500.0,28,375.0
2016-11-17,52000.0,52,1000.0
2016-11-18,-1.0,-1,-1.0
2016-11-19,-1.0,-1,-1.0
2016-11-20,-1.0,-1,-1.0
2016-11-21,229600.0,291,789.0034364261169
2016-11-22,205600.0,211,974.4075829383886
2016-11-23,259300.0,237,1094.0928270042193
2016-11-24,130300.0,161,809.3167701863354
2016-11-25,87600.0,74,1183.7837837837837
2016-11-26,-1.0,-1,-1.0
2016-11-27,-1.0,-1,-1.0
2016-11-28,231100.0,347,665.9942363112392
2016-11-29,247200.0,257,961.8677042801556
2016-11-30,128600.0,235,547.2340425531914
2016-12-01,183300.0,210,872.8571428571429
2016-12-02,142300.0,220,646.8181818181819
2016-12-03,129400.0,220,588.1818181818181
2016-12-04,-1.0,-1,-1.0
2016-12-05,149100.0,185,805.9459459459459
2016-12-06,184900.0,287,644.2508710801394
2016-12-07,94000.0,134,701.4925373134329
2016-12-08,170400.0,269,633.457249070632
2016-12-09,157300.0,220,715.0
2016-12-10,122600.0,126,973.015873015873
2016-12-11,-1.0,-1,-1.0
2016-12-12,189200.0,279,678.1362007168459
2016-12-13,216900.0,359,604.1782729805014
2016-12-14,94000.0,146,643.8356164383562
2016-12-15,245000.0,214,1144.8598130841121
2016-12-16,50000.0,46,1086.9565217391305
2016-12-17,-1.0,-1,-1.0
2016-12-18,-1.0,-1,-1.0
2016-12-19,130000.0,94,1382.9787234042553
2016-12-20,182200.0,189,964.021164021164
2016-12-21,184100.0,271,679.3357933579335
2016-12-22,141800.0,267,531.0861423220974
2016-12-23,111900.0,158,708.2278481012659
2016-12-24,107800.0,164,657.3170731707318
2016-12-25,-1.0,-1,-1.0
2016-12-26,20000.0,28,714.2857142857143
2016-12-27,88100.0,84,1048.8095238095239
2016-12-28,230200.0,215,1070.6976744186047
2016-12-29,151300.0,229,660.6986899563319
2016-12-30,85000.0,50,1700.0
2016-12-31,147000.0,190,773.6842105263158
2017-01-01,-1.0,-1,-1.0
2017-01-02,122300.0,219,558.4474885844749
2017-01-03,110000.0,158,696.2025316455696
2017-01-04,78700.0,111,709.009009009009
2017-01-05,121200.0,210,577.1428571428571
2017-01-06,117400.0,207,567.1497584541063
2017-01-07,170100.0,220,773.1818181818181
2017-01-08,-1.0,-1,-1.0
2017-01-09,12000.0,34,352.94117647058823
2017-01-10,-1.0,-1,-1.0
2017-01-11,259000.0,174,1488.5057471264367
2017-01-12,158800.0,173,917.9190751445087
2017-01-13,240300.0,100,2403.0
2017-01-14,35000.0,28,1250.0
2017-01-15,-1.0,-1,-1.0
2017-01-16,306300.0,206,1486.893203883495
2017-01-17,155400.0,140,1110.0
2017-01-18,282400.0,226,1249.5575221238937
2017-01-19,243300.0,255,954.1176470588235
2017-01-20,293000.0,272,1077.2058823529412
2017-01-21,153400.0,145,1057.9310344827586
2017-01-22,-1.0,-1,-1.0
2017-01-23,156100.0,108,1445.3703703703704
2017-01-24,140000.0,38,3684.2105263157896
2017-01-25,150000.0,162,925.925925925926
2017-01-26,163000.0,94,1734.0425531914893
2017-01-27,67000.0,92,728.2608695652174
2017-01-28,-1.0,-1,-1.0
2017-01-29,-1.0,-1,-1.0
2017-01-30,-1.0,-1,-1.0
2017-01-31,-1.0,-1,-1.0
2017-02-01,75000.0,142,528.169014084507
2017-02-02,50000.0,62,806.4516129032259
2017-02-03,262000.0,110,2381.818181818182
2017-02-04,108000.0,168,642.8571428571429
2017-02-05,-1.0,-1,-1.0
2017-02-06,432000.0,469,921.1087420042644
2017-02-07,172400.0,191,902.6178010471205
2017-02-08,143200.0,138,1037.6811594202898
2017-02-09,152000.0,98,1551.0204081632653
2017-02-10,190000.0,104,1826.923076923077
2017-02-11,42000.0,77,545.4545454545455
2017-02-12,-1.0,-1,-1.0
2017-02-13,-1.0,-1,-1.0
2017-02-14,102000.0,173,589.5953757225434
2017-02-15,67000.0,91,736.2637362637363
2017-02-16,80000.0,136,588.2352941176471
2017-02-17,-1.0,-1,-1.0
2017-02-18,280000.0,152,1842.1052631578948
2017-02-19,-1.0,-1,-1.0
2017-02-20,200000.0,104,1923.076923076923
2017-02-21,422100.0,373,1131.6353887399464
2017-02-22,204000.0,230,886.9565217391304
2017-02-23,242000.0,242,1000.0
2017-02-24,368600.0,337,1093.7685459940653
2017-02-25,87300.0,119,733.6134453781513
2017-02-26,-1.0,-1,-1.0
2017-02-27,55000.0,60,916.6666666666666
2017-02-28,230900.0,144,1603.4722222222222
2017-03-01,129700.0,38,3413.157894736842
2017-03-02,130700.0,38,3439.4736842105262
2017-03-03,310200.0,266,1166.1654135338347
2017-03-04,97300.0,70,1390.0
2017-03-05,-1.0,-1,-1.0
2017-03-06,127300.0,127,1002.3622047244095
2017-03-07,197000.0,280,703.5714285714286
2017-03-08,137900.0,110,1253.6363636363637
2017-03-09,75000.0,90,833.3333333333334
2017-03-10,80000.0,141,567.3758865248227
2017-03-11,193000.0,209,923.444976076555
2017-03-12,-1.0,-1,-1.0
2017-03-13,-1.0,-1,-1.0
2017-03-14,303500.0,457,664.1137855579868
2017-03-15,191300.0,155,1234.1935483870968
2017-03-16,168900.0,207,815.9420289855072
2017-03-17,406000.0,298,1362.4161073825503
2017-03-18,348200.0,238,1463.0252100840337
2017-03-19,-1.0,-1,-1.0
2017-03-20,189500.0,159,1191.8238993710693
2017-03-21,227700.0,284,801.7605633802817
2017-03-22,292000.0,243,1201.6460905349795
2017-03-23,147000.0,181,812.1546961325967
2017-03-24,-1.0,-1,-1.0
2017-03-25,300000.0,218,1376.1467889908256
2017-03-26,-1.0,-1,-1.0
2017-03-27,155800.0,76,2050.0
2017-03-28,347800.0,328,1060.3658536585365
2017-03-29,127000.0,197,644.6700507614213
2017-03-30,40000.0,65,615.3846153846154
2017-03-31,215000.0,264,814.3939393939394
2017-04-01,240000.0,105,2285.714285714286
2017-04-02,-1.0,-1,-1.0
2017-04-03,269100.0,138,1950.0
2017-04-04,233000.0,258,903.1007751937984
2017-04-05,295000.0,210,1404.7619047619048
2017-04-06,263000.0,176,1494.3181818181818
2017-04-07,371000.0,318,1166.6666666666667
2017-04-08,45000.0,20,2250.0
2017-04-09,-1.0,-1,-1.0
2017-04-10,-1.0,-1,-1.0
2017-04-11,137000.0,135,1014.8148148148148
2017-04-12,168000.0,204,823.5294117647059
2017-04-13,139200.0,177,786.4406779661017
2017-04-14,88000.0,162,543.2098765432099
2017-04-15,40000.0,54,740.7407407407408
2017-04-16,-1.0,-1,-1.0
2017-04-17,-1.0,-1,-1.0
2017-04-18,172100.0,178,966.8539325842696
2017-04-19,167000.0,279,598.5663082437276
2017-04-20,122000.0,135,903.7037037037037
2017-04-21,89000.0,176,505.6818181818182
2017-04-22,32300.0,56,576.7857142857143
2017-04-23,-1.0,-1,-1.0
2017-04-24,-1.0,-1,-1.0
2017-04-25,72000.0,102,705.8823529411765
2017-04-26,74200.0,76,976.3157894736842
2017-04-27,80900.0,121,668.595041322314
2017-04-28,16100.0,35,460.0
2017-04-29,57000.0,133,428.57142857142856
2017-04-30,-1.0,-1,-1.0
2017-05-01,-1.0,-1,-1.0
2017-05-02,-1.0,-1,-1.0
2017-05-03,45000.0,95,473.6842105263158
2017-05-04,-1.0,-1,-1.0
2017-05-05,35000.0,62,564.516129032258
2017-05-06,-1.0,-1,-1.0
2017-05-07,-1.0,-1,-1.0
2017-05-08,-1.0,-1,-1.0
2017-05-09,40000.0,100,400.0
2017-05-10,-1.0,-1,-1.0
2017-05-11,60000.0,20,3000.0
2017-05-12,150000.0,148,1013.5135135135135
2017-05-13,20000.0,32,625.0
2017-05-14,-1.0,-1,-1.0
2017-05-15,-1.0,-1,-1.0
2017-05-16,80000.0,52,1538.4615384615386
2017-05-17,60000.0,20,3000.0
2017-05-18,102000.0,84,1214.2857142857142
2017-05-19,60000.0,20,3000.0
2017-05-20,20000.0,32,625.0
2017-05-21,-1.0,-1,-1.0
2017-05-22,-1.0,-1,-1.0
2017-05-23,180000.0,128,1406.25
2017-05-24,90000.0,90,1000.0
2017-05-25,160000.0,72,2222.222222222222
2017-05-26,80000.0,52,1538.4615384615386
2017-05-27,105000.0,123,853.6585365853658
2017-05-28,-1.0,-1,-1.0
2017-05-29,62100.0,84,739.2857142857143
2017-05-30,170000.0,198,858.5858585858585
2017-05-31,184900.0,180,1027.2222222222222
2017-06-01,115000.0,64,1796.875
2017-06-02,170000.0,96,1770.8333333333333
2017-06-03,102000.0,74,1378.3783783783783
2017-06-04,-1.0,-1,-1.0
2017-06-05,108000.0,48,2250.0
2017-06-06,272400.0,172,1583.7209302325582
2017-06-07,145000.0,68,2132.3529411764707
2017-06-08,80000.0,52,1538.4615384615386
2017-06-09,100000.0,86,1162.7906976744187
2017-06-10,42000.0,58,724.1379310344828
2017-06-11,-1.0,-1,-1.0
2017-06-12,-1.0,-1,-1.0
2017-06-13,20000.0,32,625.0
2017-06-14,20000.0,32,625.0
2017-06-15,415000.0,216,1921.2962962962963
2017-06-16,258000.0,129,2000.0
2017-06-17,-1.0,-1,-1.0
2017-06-18,-1.0,-1,-1.0
2017-06-19,126600.0,106,1194.3396226415093
2017-06-20,204800.0,148,1383.7837837837837
2017-06-21,200000.0,90,2222.222222222222
2017-06-22,123500.0,110,1122.7272727272727
2017-06-23,172000.0,96,1791.6666666666667
2017-06-24,253500.0,140,1810.7142857142858
2017-06-25,-1.0,-1,-1.0
2017-06-26,215900.0,166,1300.6024096385543
2017-06-27,250800.0,196,1279.591836734694
2017-06-28,178300.0,168,1061.3095238095239
2017-06-29,255300.0,184,1387.5
2017-06-30,190600.0,178,1070.7865168539327
2017-07-01,249700.0,110,2270.0
2017-07-02,-1.0,-1,-1.0
2017-07-03,38000.0,28,1357.142857142857
2017-07-04,323600.0,186,1739.784946236559
2017-07-05,30000.0,56,535.7142857142857
2017-07-06,22000.0,30,733.3333333333334
2017-07-07,348000.0,138,2521.7391304347825
2017-07-08,309700.0,137,2260.5839416058393
2017-07-09,-1.0,-1,-1.0
2017-07-10,67600.0,61,1108.1967213114754
2017-07-11,-1.0,-1,-1.0
2017-07-12,72000.0,52,1384.6153846153845
2017-07-13,112000.0,82,1365.8536585365853
2017-07-14,39000.0,66,590.9090909090909
2017-07-15,118500.0,172,688.953488372093
2017-07-16,-1.0,-1,-1.0
2017-07-17,106900.0,129,828.6821705426356
2017-07-18,261200.0,174,1501.1494252873563
2017-07-19,206500.0,220,938.6363636363636
2017-07-20,143500.0,136,1055.1470588235295
2017-07-21,164200.0,140,1172.857142857143
2017-07-22,181100.0,185,978.918918918919
2017-07-23,-1.0,-1,-1.0
2017-07-24,114000.0,140,814.2857142857143
2017-07-25,87700.0,150,584.6666666666666
